date,mean_temp,max_temp,min_temp,dew_point,avg_humidity,max_humidity,min_humidity,precipitation,sea_level_pressure,wind_speed,max_wind_speed,visibility
2014-06-12,23,31,15,15,69,94,37,0.0,1021.17,4,17,10.0
2014-06-13,22,28,16,16,79,100,48,0.0,1016.83,5,24,9.3
2014-06-14,19,23,15,14,78,100,50,0.0,1013.57,5,17,8.8
2014-06-15,18,22,13,10,67,100,38,0.0,1015.96,6,26,10.0
2014-06-16,16,20,12,10,68,88,49,0.0,1016.29,4,11,10.0
2014-06-17,16,20,13,10,67,94,43,0.0,1015.62,4,17,10.0
2014-06-18,16,23,9,10,66,94,36,0.0,1016.38,5,22,10.0
2014-06-19,18,26,9,10,62,94,28,0.0,1014.27,4,15,10.0
2014-06-02,14,22,6,8,69,100,38,0.0,1016.67,3,13,10.0
2014-06-20,18,24,11,12,76,100,41,0.0,1012.79,4,15,10.0
2014-06-21,16,23,9,10,70,100,41,0.0,1016.46,2,13,8.9
2014-06-22,18,27,9,11,65,94,39,0.0,1017.79,5,17,10.0
2014-06-23,20,28,13,15,71,100,42,0.0,1018.34,5,20,10.0
2014-06-24,20,25,14,15,85,100,61,0.0,1015.04,7,24,9.6
2014-06-25,16,18,14,14,91,100,82,0.0,1010.58,4,11,8.7
2014-06-26,17,23,11,12,78,100,47,0.0,1013.69,4,11,8.1
2014-06-27,19,24,14,14,76,100,50,0.0,1017.60,3,9,10.0
2014-06-28,20,27,12,14,72,100,45,0.0,1017.29,4,17,10.0
2014-06-29,20,26,15,15,71,94,47,0.0,1011.62,7,18,9.8
2014-06-03,14,21,8,10,76,100,46,0.0,1015.26,5,17,10.0
2014-06-30,16,20,12,12,84,100,56,0.0,1011.40,6,24,9.2
2014-06-04,14,23,6,9,74,100,38,0.0,1012.35,3,17,9.3
2014-06-05,17,22,12,12,78,94,53,0.0,1014.29,2,7,10.0
2014-06-06,20,27,12,12,66,94,34,0.0,1018.81,4,11,10.0
2014-06-07,20,30,11,11,61,94,25,0.0,1018.77,3,13,10.0
2014-06-08,22,30,13,14,61,88,35,0.0,1020.87,4,13,10.0
2014-06-09,23,31,15,15,63,94,37,0.0,1021.09,3,15,10.0
2014-07-01,16,23,10,11,78,100,47,0.0,1018.98,3,9,10.0
2014-07-10,14,15,13,13,92,100,82,0.0,1007.80,4,11,9.8
2014-07-11,18,24,12,13,77,100,43,0.0,1007.81,3,13,9.0
2014-07-12,18,24,12,14,81,100,57,0.0,1010.91,4,15,10.0
2014-07-13,18,23,13,14,83,100,53,0.0,1012.70,3,13,9.6
2014-07-14,19,24,14,15,85,100,60,0.0,1014.11,3,11,10.0
2014-07-15,20,27,13,15,76,100,42,0.0,1018.23,2,9,10.0
2014-07-16,21,28,14,16,73,94,39,0.0,1019.57,3,13,10.0
2014-07-17,22,29,15,16,72,94,39,0.0,1019.85,4,15,10.0
2014-07-18,21,29,13,15,71,100,37,0.0,1019.17,3,13,10.0
2014-07-19,22,30,14,16,69,100,43,0.0,1017.96,3,11,10.0
2014-07-02,17,24,10,12,72,94,44,0.0,1019.65,3,13,10.0
2014-07-20,23,30,16,17,67,100,43,0.0,1014.78,5,22,10.0
2014-07-21,20,23,16,17,87,100,73,0.0,1011.21,3,15,10.0
2014-07-22,17,20,14,16,93,100,78,0.0,1009.91,3,7,6.4
2014-07-23,22,27,15,16,79,100,44,0.0,1011.57,3,24,8.3
2014-07-24,19,26,12,13,73,94,44,0.0,1012.29,3,13,10.0
2014-07-25,21,25,17,16,77,94,50,0.0,1014.00,4,13,10.0
2014-07-26,22,27,16,17,84,100,54,0.0,1013.90,5,17,9.9
2014-07-27,21,26,16,16,85,100,57,0.0,1013.02,3,7,9.5
2014-07-28,20,25,16,17,88,100,61,0.0,1012.04,3,11,9.3
2014-07-29,21,24,18,18,87,100,65,0.0,1009.81,3,13,9.2
2014-07-03,18,24,11,12,69,100,41,0.0,1025.13,8,32,10.0
2014-07-30,18,21,16,17,91,100,83,0.0,1007.31,5,18,9.4
2014-07-31,19,23,15,17,89,100,73,0.0,1010.21,3,7,7.7
2014-07-04,18,26,10,13,69,94,42,0.0,1020.94,3,9,n/a
2014-07-05,20,27,14,13,64,94,39,0.0,1012.60,4,18,10.0
2014-07-06,22,29,14,15,68,94,40,0.0,1015.17,3,11,10.0
2014-07-07,22,30,14,16,67,94,42,0.0,1014.98,3,15,10.0
2014-07-08,20,22,17,17,87,100,69,0.0,1009.04,5,15,9.5
2014-07-09,18,22,14,13,83,100,56,0.0,1006.92,6,22,10.0
2014-08-01,22,27,18,18,85,100,51,0.0,1011.93,3,13,8.1
2014-08-10,23,29,17,17,70,94,45,0.0,1015.40,4,17,10.0
2014-08-11,24,30,17,18,71,94,45,0.0,1013.49,4,15,10.0
2014-08-12,22,25,19,17,76,94,61,0.0,1014.53,9,28,10.0
2014-08-13,19,22,16,17,91,100,78,0.0,1010.27,5,20,9.5
2014-08-14,16,19,14,15,92,100,82,0.0,1011.67,5,13,8.4
2014-08-15,16,18,13,13,90,100,77,0.0,1014.70,3,7,9.7
2014-08-16,16,20,11,12,80,94,60,0.0,1017.09,4,9,10.0
2014-08-17,16,23,8,10,74,100,36,0.0,1017.87,3,9,10.0
2014-08-18,16,23,8,11,76,100,47,0.0,1014.17,4,18,10.0
2014-08-19,16,19,12,14,91,100,73,0.0,1014.02,4,22,9.3
2014-08-02,22,28,16,18,77,100,51,0.0,1012.00,4,11,10.0
2014-08-20,18,23,13,15,89,100,60,0.0,1014.57,4,13,9.5
2014-08-21,18,21,15,14,82,100,60,0.0,1015.76,7,17,9.7
2014-08-22,16,20,11,13,83,100,64,0.0,1016.91,2,7,10.0
2014-08-23,16,17,14,15,94,100,88,0.0,1014.49,4,20,9.3
2014-08-24,16,20,13,13,86,100,52,0.0,1016.32,5,20,8.6
2014-08-25,16,20,12,11,78,100,46,0.0,1019.38,3,11,10.0
2014-08-26,16,20,11,14,86,100,73,0.0,1012.25,3,13,10.0
2014-08-27,21,26,15,16,83,100,54,0.0,1011.15,4,22,9.2
2014-08-28,18,22,12,12,76,94,46,0.0,1020.04,5,11,10.0
2014-08-29,16,24,9,11,76,100,38,0.0,1019.79,2,7,10.0
2014-08-03,22,29,15,16,74,100,45,0.0,1012.69,4,13,10.0
2014-08-30,18,26,10,13,76,100,41,0.0,1018.32,3,15,10.0
2014-08-31,20,24,15,15,80,94,50,0.0,1014.08,2,9,10.0
2014-08-04,21,28,14,16,75,100,48,0.0,1014.38,4,15,10.0
2014-08-05,20,24,16,16,84,100,61,0.0,1015.80,9,37,9.2
2014-08-06,21,26,16,15,80,100,47,0.0,1014.79,4,13,7.6
2014-08-07,20,27,13,15,76,94,45,0.0,1014.90,5,15,10.0
2014-08-08,20,28,13,15,75,100,42,0.0,1015.75,3,11,10.0
2014-08-09,22,29,14,16,73,100,48,0.0,1015.00,4,17,10.0
2014-09-01,14,18,11,10,79,94,52,0.0,1010.29,9,26,9.5
2014-09-10,18,19,15,16,94,100,83,0.0,1014.51,3,11,8.5
2014-09-11,13,15,11,13,95,100,88,0.0,1011.78,4,18,6.5
2014-09-12,14,17,11,12,92,100,72,0.0,1012.57,3,17,7.8
2014-09-13,13,15,11,12,93,100,82,0.0,1014.65,7,18,9.6
2014-09-14,16,19,12,13,90,100,64,0.0,1016.32,3,9,7.5
2014-09-15,15,20,10,13,88,100,68,0.0,1016.81,3,13,8.4
2014-09-16,16,20,12,14,87,100,64,0.0,1017.96,2,9,9.9
2014-09-17,15,20,10,12,83,100,56,0.0,1018.67,4,17,9.7
2014-09-18,16,20,11,12,83,100,60,0.0,1018.89,3,11,10.0
2014-09-19,17,23,11,13,83,100,50,0.0,1019.04,3,15,7.4
2014-09-02,12,14,10,12,93,100,82,0.0,1013.57,3,7,9.9
2014-09-20,18,23,13,16,88,100,69,0.0,1016.83,3,11,10.0
2014-09-21,20,26,13,16,82,100,51,0.0,1014.04,3,13,9.6
2014-09-22,15,20,10,13,90,100,60,0.0,1011.67,5,20,9.3
2014-09-23,14,19,8,8,80,100,40,0.0,1016.78,4,9,7.5
2014-09-24,14,20,7,8,78,100,46,0.0,1017.56,3,13,9.9
2014-09-25,10,14,6,9,94,100,77,0.0,1017.52,2,11,9.3
2014-09-26,11,18,4,8,88,100,49,0.0,1022.46,2,7,6.5
2014-09-27,14,21,8,11,80,100,52,0.0,1026.06,4,11,10.0
2014-09-28,16,22,10,12,81,100,49,0.0,1028.94,1,6,10.0
2014-09-29,15,23,7,11,86,100,57,0.0,1027.83,2,13,6.5
2014-09-03,16,21,12,14,89,100,68,0.0,1014.63,3,7,7.2
2014-09-30,15,23,7,11,82,100,50,0.0,1025.52,3,9,10.0
2014-09-04,18,21,16,16,89,94,73,0.0,1015.76,3,9,8.5
2014-09-05,20,24,16,16,84,100,57,0.0,1015.13,6,18,8.6
2014-09-06,17,20,14,15,92,100,77,0.0,1013.78,3,11,8.9
2014-09-07,16,22,11,14,84,100,57,0.0,1015.55,4,15,9.1
2014-09-08,18,25,11,14,84,100,50,0.0,1017.29,2,9,9.0
2014-09-09,20,27,12,15,86,100,51,0.0,1016.64,3,13,7.7
2015-10-01,12,15,8,6,75,87,51,0.0,1029.60,6,18,10.0
2015-10-10,12,14,11,10,90,100,77,0.0,1014.21,3,20,9.5
2015-10-11,11,13,9,10,94,100,82,0.0,1008.29,3,7,9.2
2015-10-12,8,10,7,7,88,93,76,0.0,1015.71,5,11,8.8
2015-10-13,10,10,9,8,93,100,87,0.0,1016.19,3,7,6.6
2015-10-14,10,10,9,9,96,100,93,0.0,1011.85,4,7,7.9
2015-10-15,10,12,8,9,96,100,88,0.0,1011.00,2,7,7.9
2015-10-16,9,14,4,9,92,100,77,0.0,1014.10,4,13,7.8
2015-10-17,9,14,4,6,90,100,63,0.0,1017.94,3,9,8.2
2015-10-18,10,16,5,7,84,100,59,0.0,1017.06,3,9,9.5
2015-10-19,8,9,4,7,94,100,87,0.0,1015.00,3,7,8.6
2015-10-02,13,17,8,8,77,94,55,0.0,1027.73,4,9,9.9
2015-10-20,8,13,4,5,89,100,54,0.0,1017.29,3,9,6.4
2015-10-21,6,13,0,3,83,100,54,0.0,1018.69,4,9,10.0
2015-10-22,7,14,0,3,79,100,44,0.0,1016.00,7,20,10.0
2015-10-23,8,16,1,4,82,100,51,0.0,1021.56,3,7,10.0
2015-10-24,10,16,3,5,83,100,52,0.0,1023.77,4,11,10.0
2015-10-25,7,14,0,4,89,100,59,0.0,1022.91,2,7,3.6
2015-10-26,8,15,1,5,89,100,63,0.0,1024.31,1,6,8.4
2015-10-27,10,15,4,7,86,100,59,0.0,1022.37,1,6,8.2
2015-10-28,10,13,7,8,88,94,72,0.0,1018.65,2,7,8.2
2015-10-29,11,12,10,10,96,100,94,0.0,1017.67,1,7,4.0
2015-10-03,13,18,8,10,91,100,68,0.0,1023.04,2,7,7.2
2015-10-30,9,14,3,8,94,100,77,0.0,1027.04,2,9,5.5
2015-10-31,8,16,0,3,79,100,39,0.0,1033.96,5,18,7.5
2015-10-04,14,18,9,12,91,100,68,0.0,1019.77,3,13,7.8
2015-10-05,14,20,7,10,88,100,52,0.0,1016.98,4,13,9.1
2015-10-06,12,15,9,11,93,100,82,0.0,1012.56,2,7,8.9
2015-10-07,14,15,13,13,96,100,88,0.0,1011.38,3,11,6.6
2015-10-08,14,18,10,12,92,100,77,0.0,1016.25,3,9,9.4
2015-10-09,14,17,10,11,90,100,72,0.0,1018.92,3,9,8.5
2015-11-01,7,15,-1,1,77,100,38,0.0,1037.23,3,9,n/a
2015-11-10,11,18,4,6,88,100,52,0.0,1024.40,3,7,10.0
2015-11-11,12,21,2,6,82,100,43,0.0,1024.29,2,7,10.0
2015-11-12,10,18,2,6,87,100,56,0.0,1026.35,2,7,10.0
2015-11-13,8,14,1,4,94,100,72,0.0,1026.62,2,7,3.9
2015-11-14,8,14,1,5,90,100,67,0.0,1025.69,2,7,8.0
2015-11-15,8,13,2,6,88,100,63,0.0,1019.06,3,9,7.2
2015-11-16,10,18,1,4,85,100,45,0.0,1017.92,3,13,8.1
2015-11-17,6,12,-1,3,88,100,67,0.0,1018.31,2,11,10.0
2015-11-18,8,14,1,4,87,100,63,0.0,1019.64,4,13,9.7
2015-11-19,6,14,-1,4,82,100,63,0.0,1020.63,5,17,9.9
2015-11-02,4,12,-3,-0,83,100,47,0.0,1034.09,2,6,10.0
2015-11-20,10,12,7,7,84,94,71,0.0,1010.73,4,15,10.0
2015-11-21,6,11,0,4,96,100,87,0.0,994.56,6,22,5.6
2015-11-22,0,3,-2,0,96,100,87,0.0,1002.65,2,11,8.2
2015-11-23,-0,2,-3,-1,96,100,87,0.0,1020.35,1,11,6.2
2015-11-24,0,2,-2,-2,89,100,75,0.0,1023.67,4,13,9.7
2015-11-25,-1,0,-2,-3,84,100,75,0.0,1011.92,5,13,9.7
2015-11-26,-1,1,-3,-2,91,100,80,0.0,1008.21,3,7,6.3
2015-11-27,1,7,-5,-3,86,100,61,0.0,1013.75,5,13,8.6
2015-11-28,2,7,-2,-1,86,100,61,0.0,1012.52,3,9,8.9
2015-11-29,0,4,-4,-2,90,100,70,0.0,1021.54,2,9,8.3
2015-11-03,6,16,-4,-1,80,100,31,0.0,1027.48,2,9,3.7
2015-11-30,2,9,-5,-2,85,100,54,0.0,1022.31,4,11,10.0
2015-11-04,9,19,-1,2,76,93,32,0.0,1021.67,3,7,n/a
2015-11-05,10,18,2,5,83,100,49,0.0,1021.65,3,7,10.0
2015-11-06,9,18,0,4,85,100,48,0.0,1025.33,1,4,9.7
2015-11-07,9,18,0,4,84,100,52,0.0,1027.98,2,6,10.0
2015-11-08,11,20,2,6,84,100,49,0.0,1029.40,2,7,10.0
2015-11-09,11,21,1,5,82,100,40,0.0,1025.27,3,7,10.0
2015-12-01,6,10,1,2,82,93,58,0.0,1023.25,12,18,10.0
2015-12-10,0,4,-5,-0,91,100,81,0.0,1036.29,3,9,6.1
2015-12-11,-4,-2,-5,-4,97,100,93,0.0,1031.44,1,4,0.8
2015-12-12,-2,0,-3,-3,96,100,93,0.0,1026.04,1,4,2.5
2015-12-13,0,6,-6,-3,93,100,76,0.0,1022.69,1,7,5.5
2015-12-14,-1,3,-5,-2,90,100,75,0.0,1025.21,2,6,9.8
2015-12-15,2,8,-3,-0,89,100,71,0.0,1026.67,3,7,8.3
2015-12-16,0,5,-4,-1,94,100,81,0.0,1030.75,2,7,4.2
2015-12-17,-0,1,-2,-1,98,100,93,0.0,1031.23,1,6,0.9
2015-12-18,-0,1,-2,-1,98,100,93,0.0,1027.02,1,4,0.4
2015-12-19,2,8,-3,-1,94,100,76,0.0,1027.79,1,7,4.0
2015-12-02,7,14,-1,3,84,100,58,0.0,1028.21,4,11,10.0
2015-12-20,-2,0,-3,-2,97,100,93,0.0,1029.23,1,4,0.3
2015-12-21,2,9,-5,-0,93,100,76,0.0,1030.00,3,15,8.2
2015-12-22,4,11,-3,1,92,100,67,0.0,1032.45,4,17,8.7
2015-12-23,3,10,-4,-1,91,100,66,0.0,1030.94,5,11,8.7
2015-12-24,0,5,-5,-2,93,100,81,0.0,1030.79,2,7,9.3
2015-12-25,2,9,-5,-2,89,100,66,0.0,1033.69,2,7,10.0
2015-12-26,3,11,-5,-2,90,100,54,0.0,1033.00,1,4,7.9
2015-12-27,2,11,-6,-2,90,100,54,0.0,1031.94,1,7,4.3
2015-12-28,1,8,-6,-3,89,100,62,0.0,1031.15,1,6,6.9
2015-12-29,0,6,-6,-3,91,100,66,0.0,1029.48,1,7,7.1
2015-12-03,2,5,-2,1,97,100,86,0.0,1031.75,1,6,3.8
2015-12-30,0,3,-3,-1,86,100,69,0.0,1033.00,5,15,8.2
2015-12-31,-2,1,-6,-7,72,86,52,0.0,1030.62,5,11,10.0
2015-12-04,4,10,-1,3,91,100,71,0.0,1032.17,3,13,7.6
2015-12-05,2,7,-2,-0,93,100,76,0.0,1035.04,2,7,8.0
2015-12-06,4,11,-3,-0,86,100,58,0.0,1033.46,3,13,7.2
2015-12-07,4,12,-4,-1,87,100,54,0.0,1035.77,1,6,10.0
2015-12-08,-2,1,-4,-2,97,100,93,0.0,1035.02,1,6,1.3
2015-12-09,2,3,1,1,92,100,87,0.0,1033.15,2,7,3.6
2015-01-01,-10,-4,-15,-13,79,92,59,0.0,1034.98,2,7,8.7
2015-01-10,2,8,-4,-1,92,100,71,0.0,1016.40,4,13,7.0
2015-01-11,2,6,-2,1,95,100,75,0.0,1014.17,8,22,6.6
2015-01-12,-0,3,-4,-2,92,100,81,0.0,1026.06,5,13,8.7
2015-01-13,4,11,-4,-2,74,100,47,0.0,1024.44,6,22,10.0
2015-01-14,4,9,0,1,79,93,62,0.0,1018.27,6,22,10.0
2015-01-15,2,6,-3,0,94,100,87,0.0,1019.52,3,9,8.1
2015-01-16,8,11,6,5,77,87,71,0.0,1016.36,8,22,10.0
2015-01-17,8,11,4,7,85,100,76,0.0,1012.94,6,15,10.0
2015-01-18,5,10,0,3,88,100,66,0.0,1015.35,3,11,10.0
2015-01-19,3,8,-2,1,87,100,57,0.0,1012.71,2,7,10.0
2015-01-02,-6,1,-12,-7,87,100,70,0.0,1030.37,2,7,6.2
2015-01-20,2,5,-2,-0,92,100,76,0.0,1010.83,2,9,9.5
2015-01-21,0,3,-2,0,93,100,81,0.0,1012.73,3,9,8.1
2015-01-22,4,6,2,3,93,100,81,0.0,1012.75,5,11,8.5
2015-01-23,4,7,2,3,92,100,81,0.0,1010.69,4,9,9.0
2015-01-24,4,6,1,1,86,100,70,0.0,1011.13,4,17,10.0
2015-01-25,2,5,-2,-1,86,100,65,0.0,1016.50,4,18,10.0
2015-01-26,-0,4,-5,-3,82,100,56,0.0,1022.34,2,9,9.5
2015-01-27,-0,3,-4,-4,86,100,60,0.0,1016.14,2,7,10.0
2015-01-28,-0,5,-6,-5,82,100,45,0.0,1015.33,2,9,8.3
2015-01-29,-2,2,-5,-3,91,100,65,0.0,999.81,3,7,8.6
2015-01-03,-4,1,-8,-3,95,100,93,0.0,1025.00,3,7,2.0
2015-01-30,1,2,-1,-0,96,100,65,0.0,977.75,4,18,5.0
2015-01-31,-4,1,-8,-3,92,100,75,0.0,985.92,4,9,7.3
2015-01-04,2,10,-5,-6,57,100,24,0.0,1019.44,8,39,8.4
2015-01-05,0,6,-6,-5,63,87,39,0.0,1025.42,11,26,10.0
2015-01-06,0,7,-7,-6,82,100,53,0.0,1025.56,3,7,10.0
2015-01-07,-2,2,-8,-5,91,100,75,0.0,1029.83,2,7,9.4
2015-01-08,-4,2,-9,-6,88,93,70,0.0,1031.02,2,11,7.5
2015-01-09,0,5,-4,-2,85,93,75,0.0,1027.04,9,20,9.4
2015-02-01,0,3,-2,-1,94,100,75,0.0,990.21,4,15,7.2
2015-02-10,-0,7,-8,-4,81,93,49,0.0,1022.54,3,9,10.0
2015-02-11,2,8,-5,-2,83,100,53,0.0,1025.42,3,9,9.3
2015-02-12,2,3,0,-0,87,100,75,0.0,1026.46,2,11,7.2
2015-02-13,2,4,0,-2,79,93,56,0.0,1023.65,1,6,10.0
2015-02-14,1,2,0,-1,90,100,81,0.0,1016.96,1,4,6.2
2015-02-15,2,6,-2,1,96,100,87,0.0,1015.60,3,11,2.7
2015-02-16,3,9,-3,-1,88,100,62,0.0,1021.71,3,9,7.9
2015-02-17,1,7,-5,-2,80,100,53,0.0,1030.51,6,24,7.5
2015-02-18,1,6,-4,-4,71,93,49,0.0,1037.37,7,18,9.6
2015-02-19,0,8,-7,-4,79,100,43,0.0,1031.48,2,7,8.0
2015-02-02,-3,2,-8,-3,91,100,75,0.0,998.77,4,15,6.6
2015-02-20,2,10,-6,-4,75,100,43,0.0,1021.79,2,13,8.2
2015-02-21,2,7,-3,-1,80,93,61,0.0,1009.75,4,13,8.8
2015-02-22,2,5,0,2,96,100,93,0.0,1004.13,4,13,6.2
2015-02-23,4,6,2,3,95,100,81,0.0,1005.50,1,4,6.4
2015-02-24,4,6,3,4,94,100,87,0.0,1004.35,2,7,5.6
2015-02-25,4,7,1,3,91,100,71,0.0,1011.83,3,9,9.9
2015-02-26,6,11,1,1,75,100,43,0.0,1017.23,2,11,10.0
2015-02-27,6,9,2,1,76,93,53,0.0,1013.00,3,13,10.0
2015-02-28,2,7,-2,0,85,100,66,0.0,1017.54,2,7,9.9
2015-02-03,-6,-1,-11,-5,95,100,92,0.0,1003.48,1,6,4.5
2015-02-04,-2,2,-5,-2,94,100,87,0.0,1006.06,3,11,4.1
2015-02-05,-1,0,-2,-2,92,100,80,0.0,1012.40,4,9,5.4
2015-02-06,0,3,-2,-3,83,93,60,0.0,1011.98,6,22,9.0
2015-02-07,-5,1,-11,-7,77,100,52,0.0,1020.77,4,15,9.6
2015-02-08,-5,3,-13,-11,71,100,28,0.0,1013.66,5,26,8.9
2015-02-09,-2,0,-4,-8,64,93,34,0.0,1018.85,6,15,10.0
2015-03-01,4,11,-2,-0,76,100,44,0.0,1014.98,4,15,8.0
2015-03-10,4,13,-4,-3,69,93,31,0.0,1024.94,3,7,10.0
2015-03-11,4,10,-3,-2,68,93,25,0.0,1020.40,5,26,10.0
2015-03-12,6,11,0,-7,38,69,26,0.0,1021.21,13,26,10.0
2015-03-13,4,11,-4,-4,62,87,35,0.0,1019.21,4,18,10.0
2015-03-14,4,10,-2,-2,70,93,43,0.0,1021.29,4,15,10.0
2015-03-15,4,10,-1,0,75,100,50,0.0,1027.19,4,17,9.1
2015-03-16,4,9,-1,2,81,93,62,0.0,1030.02,4,20,8.1
2015-03-17,7,13,1,2,78,100,44,0.0,1028.90,8,24,10.0
2015-03-18,6,14,-3,-0,70,100,36,0.0,1024.65,3,13,9.7
2015-03-19,6,14,-2,-1,66,93,33,0.0,1023.08,3,11,10.0
2015-03-02,4,8,1,4,90,100,76,0.0,1010.63,3,11,9.6
2015-03-20,5,13,-3,-1,64,93,36,0.0,1022.98,3,7,10.0
2015-03-21,5,13,-3,-1,67,100,33,0.0,1017.46,6,20,10.0
2015-03-22,8,14,2,2,72,100,47,0.0,1016.57,7,18,9.5
2015-03-23,8,13,1,1,71,93,41,0.0,1017.42,4,9,9.2
2015-03-24,6,15,-2,1,72,100,36,0.0,1013.15,4,15,9.2
2015-03-25,6,9,2,5,88,100,76,0.0,1007.50,6,13,9.0
2015-03-26,8,11,6,8,96,100,88,0.0,1007.17,7,15,8.2
2015-03-27,8,9,6,6,88,100,66,0.0,1009.81,6,18,7.8
2015-03-28,8,15,2,-1,51,81,27,0.0,1015.37,8,18,10.0
2015-03-29,8,16,0,1,64,93,42,0.0,1011.44,3,11,10.0
2015-03-03,6,12,-1,0,81,100,33,0.0,1021.21,3,9,7.0
2015-03-30,11,16,6,4,68,93,45,0.0,1003.23,5,24,10.0
2015-03-31,10,14,5,5,75,93,58,0.0,1006.96,7,26,10.0
2015-03-04,4,11,-3,-1,76,100,43,0.0,1021.68,6,24,10.0
2015-03-05,6,10,1,-7,47,100,23,0.0,1023.28,9,28,10.0
2015-03-06,4,10,-2,-9,41,69,24,0.0,1029.69,6,17,10.0
2015-03-07,3,11,-5,-5,59,86,28,0.0,1031.73,7,22,10.0
2015-03-08,3,11,-5,-6,59,93,28,0.0,1029.46,8,24,10.0
2015-03-09,4,12,-3,-4,65,93,35,0.0,1027.25,7,20,n/a
2015-04-01,8,14,2,-2,59,100,17,0.0,1010.73,9,39,10.0
2015-04-10,10,20,0,2,65,100,30,0.0,1026.08,4,17,n/a
2015-04-11,11,20,2,3,60,93,30,0.0,1023.08,5,20,10.0
